Number,Tweet
2332,*「極右よりネオリベの方がまし」も怖いが「ネオリベより極右の方がまし」も怖い。もっともEUにとっての極右とは反EUのことであり「分裂主義」という方が当たっているのだろう。国民国家よりはるかに長い「ヨーロッパ世界」の歴史が根底にはある。
2333,"*eu gosto de salada de macarrão, salada de batata, salada de maionese e Caesar """
3380,*Confira 15 indicados ao Oscar para ver na TV de casa http://abr.ai/2kjSvXA 
3381,*Crl eu não paro de ouvir Daniel Caesar que porra é essa meu amigo lá de cima
1262,*pelo menos tem salada caesar (com cogumelos no lugar do frango) no cardápio e eu pedi e vem o triplo do q eu achava q vinha
1261,*daniel caesar eu te venero porraaaaaaa caralho
1260,*vc gosta do daniel caesar eu to AAAAAAAAAA nesse homi
4679,*wow i look cute and jackson doesn't even get to see my fit 2nite cause i'll be at daniel caesar smh
4678,"*lembra q me perguntasse sobre hail, caesar!? "
4677,*três e vinte da manhã e eu pesquisando salada caesar no google
4676,*eu digo que se caesar salad tem bacon e é salada batata frita tbm é
4675,*Tô aqui pesquisando no google como faz molho caesar pq eu amo
4674,*Julius Caesar Act 2 Scene 1: http://youtu.be/KAp7J3tJEFU?a  via @YouTube
4673,*Eu queria uma salada CAESAR agorinha
2664,*Eu não acredito que Caesar Zeppeli morreu pelos nossos pecados.
4671,*it's almost as if the EU(Germany) has become Caesar and everyone has got the knives out. Glad we got first strike #Brexit 
4670,"*Amanhã vou fazer minha saladinha Caesar, matar a saudade de quando eu comia td quinta antes da aula"""
8,"*The British, the Japanese, the Americans, the South Koreans and others manufacture cars. There's no obligation on us to buy German ones."""
7962,*Brexit MEP Gerald Batten calls for resignation of Lord Hill who left EU months ago. Who will he condemn next? Canute? Caesar? #uninformed
7963,"*Ai eu disse """"O Gyro é bem melhor que o Caesar e ele é """"secundário"""" também."""""
7960,*EU VO CÄSAR COM O TÉDIO E TER UM FILHO CHAMADO VÁCUO Q TAL? PQ ELES SEMPRE ME ACOMPANHAM KKKK DIRECTS REING #NOW2016 #NOWOneDirection
7961,*eu e minha servimos Daniel Caesar
27079,"*De todas as coisas do Outback que eu poderia estar com saudades, estou com saudades da Caesar salad."""
27078,"*Se eu pudesse, jantava Salada Caesar do Chicken Way todos os dias. "
27077,*Melhor filme desse ano que eu vi: Hail Caesar
2,"*He also said the phrasing was to discourage all but the most foolhardy, tin-pot members, given the odds being so stacked in favor of the EU"""
27075,"*E, eu q vim nessa tag achando q #Montillo era a conjugação do verbo por conta da Rum Montilla. Tipo Eu Montillo Tu Montillas Ele Montilla..."""
