Number,Tweet
766979,"*Eu sonhei que o ICS era um forte medieval meio cyberpunk, construído em círculos de proteção. E que um grupo meio Madmax tava invadindo lá."""
766978,*tell us about how U.S & EU propped up for decades degenerate medieval Oil fiefdoms that are source of ideology & funds to jihadis
1199,*medieval eu sou bem suspeita pra falar pq eu adoro ueheue mas história da América 2 é uma ótima pra entender debates sobre
1198,*Bugok na EU. Imperialism at its finest! Are we still in the medieval time...?!!!
855671,*Eu acho tão sacais essas correntes do tipo: comente oi em javanês medieval que te chamo no inbox e faço previsão... http://fb.me/5srWATRML 
855670,"*@umvesgo se os textões fossem sobre """"cultura popular  e heranças celtas na frança medieval """" eu ia curtir"""
2228,*KKKKKKK NÃO ADIANTA EU TO SURTANDO DESDE O PRIMEIRO DIA DESSA TORTURA MEDIEVAL MODE #GOT7. NÃO TENHO MAIS FORÇAS
2229,"*Loving this.#EU sowed the wind&is beginning to reap the whirlwind.Backward,reactionary medieval despots endanger us all. #FascistNetherlands"""
2226,*From our archives...
2227,"*@KernChri So glad Britain is leaving the EU. We don't want migrants. We don't want Islam, a backward ,medieval ideology. The EU sucks."""
1193,*O que está acontecendo 
2225,*eu tava assistindo vikings e esse clima medieval me lembrou got que saudades da minha serie chega logo junho
1195,"*you're talking about christianity in medieval era, in the XX and XXI century it is used to teach manners."""
1194,*Galera interessada. Esse é o Jantar Medieval que eu e o Adriano sempre comentamos (para quem pergunta). É... http://fb.me/8HCoVa2Ba 
1197,*Sonhei que eu era um power ranger numa época medieval
1196,"*Rafael falou q é pra eu chamar de novo a menina que foi com a gente no Medieval, sendo que eu não falo mais com aquela jovem. "
1,*Telling it as it is @FabianPicardo on @LBC #Gibraltar #EU 
838140,*eu vou comprar uma ilha e construir um castelo medieval nela
878010,*CES TÃO ME ZOANDO QUE EU FIQUEI COM NOVE EM MEDIEVAL
878011,*Amo demais sonhar que eu tava vivendo em período medieval szsz
1599982,"*#éCapacitismoQuando vc fica sem jeito ou se atrapalha todo qnd vai me dar um aperto de mão por eu usar a mão esquerda. É medieval, até!"""
1599983,*as pessoas falam como se matar uma criança fosse melhor do que a doar para um orfanato
1599980,*Absolutismo não morreu com o período medieval. Moro é o novo Luís XIV: O Estado sou eu.
838141,*#itunes #ibooks The Gareth & Gwen Medieval Mysteries Boxed Set: The Good Knight/The… 
881182,"*História medieval é capaz de ser a parte da história que eu menos gosto e fui logo escolher isso, q é de 2ºano e com um prof desinteressante"""
838142,*eu moraria numa rua medieval de boa
1599988,"*eu não gosto de medieval nem de antiga, me dá sono, mas quando as professora vem com os bafo da bíblia vishe"""
1599989,"*eu e a Dani hoje na prova de Medieval inventamos guerras onde não tinha, fome onde nem se quer teve, tudo pra tentar enrolar"""
888820,*mas essas coisas de era medieval eu n curto mt pq odeio historia
862074,*#EuSempreQuis viver na era medieval... Eu sonhava que era uma camponesa que sabia lutar com espadas e sempre enfrentava os guardas.
888822,*Tirar o Renan da linha sucessória é tipo os cara medieval matar o sobrinho neto do rei. 
838143,"*The idea that  legal long time EU residents """"leave"""" (i.e. are expelled) the UK reminds me of other expulsions in medieval Europe"""
888824,*eu na aula de ipp vendo a publicidade usando igreja católica medieval e regimes totalitaristas como referência 
888825,"*Vou logo avisando q qnd eu for pra SP vcs TEM que me levar na Taverna Medieval, bjs @s0phiafelix @agaatafelix @_mimiostan"""
888826,*É muita maldade eu ficar cringing com o trabalho da menina que me roubou o tema de mulheres na aula de portugal medieval?
855672,"*Episódio de hj da série Medieval eu e a @lih_diaas gravamos mais de 1h, porém com cortes e edições vai ficar com menos de 20 min kkkk"""
888828,"*onte eu vi minha gata medieval, uma coisinha boa ne"""
838144,*eu vou de reenactment medieval :D
685411,"*Eu a Medieval só pedia um 12 para não ter de ir melhor aquela bosta de exame, mas isso é pedir MUITO tendo em conta o exame que o prof fez"""
1584742,"*Eu quando quero ir a uma feira medieval não espero para que haja aqui na zona, vou só ao Norte e já tá"""
846239,"*nao conheço ha muito tempo nao, tipo uns 3 meses, mas eu ja escuto folk medieval/celta/nordico há muito tempo <3"""
846238,"*A energia da pessoa quando é cristã, mas daquele cristianismo mofado, medieval, desequilibrado...Eu prefiro ter uma puta como companhia."""
13470,"*1/ Puerta de Tossa de Mar, Catalonia, Spain"
13471,"*as melhores jardas q eu apanhei no verão, foram na medieval, saí sp de rastos xDDD"""
13472,*eu na medieval </333 https://twitter.com/6ixfeelings/status/827225094476947456 …
881183,*eu preciso conseguir um vestido medieval
846233,*Fiquei vendo vídeos de Youtubers de Portugal e agora não consigo parar de escrever como se eu tivesse na era medieval
846232,"*Cortando madeira na machadada agora, eu me sentiria um lenhador medieval se não fosse pelo MC G15 como música de fundo"""
846231,*eu amo o meme 
16777,"*MDS NÃO ME ILUDE ASSIM, AMOOOO!!!! eu queros todos de época medieval da Julie primeiro, não esquece """
846237,"*eu tava até pensando nisso sabe? """"omg que milagre got não ter uma igreja governando isso tudo, ao contrário da verdadeira era medieval"""""""
846236,*história contemporânea > história medieval — eu prefiro a historia medieval mas se a historia co... 
846235,*oui mais ils n'ont pas eu les droits détenus par l'ex-Eidos. Du coup c'est un jeu semblable dans l'univers japon médieval...
846234,*lista de coisas que eu odeio desenhar:
881175,"*Erdogan know TUR has huge potential,but Stasis&corruption & medieval ideas, slow d growth."
1584741,"*era mais linda do mundo: era medieval na Escandinávia, e eu não to viciada em vikings"""
11713,"*Mas esse era meio bosta, por ser era medieval o castelo tinha coisas bem antigas, tipo eu tinha Q mijar no pinico.Que rainha mija em pinico?"""
